holder-fax,
responsible-name,
responsible-quality,
responsible-dateofbirth,
responsible-placeofbirth,
responsible-nationality,
responsible-address,
description,
charter-name,
charter-city,
charter-bp,
charter-tel,
charter-approvalNumber,
charter-issueOn,
vsat,0
